1 Cat.;2 Cat.;3 Cat.;4 Cat.;5 Cat.;6 Cat.;7 Cat.;8 Cat.;9 Cat.;10 Cat.
0.0104318352212661;0.025619541517853;0.0378428911820273;0.0506589003833569;0.0594438605050142;0.0744322490004976;0.0870435264503951;0.102022471529774;0.114405422239892;0.123745209854438
0.0113902580594556;0.0290791813614651;0.036580892064916;0.0484978670210374;0.0650285195072577;0.0768104413592178;0.0849390018221446;0.105102386151187;0.111736947380557;0.126019057448338
0.0105297007648723;0.0272819194732483;0.0369892468940801;0.0496696797095923;0.0613106694858187;0.0730068585219824;0.0882559785506994;0.104683827489369;0.113427741568105;0.129682121018455
0.010675993600803;0.0244931466068279;0.0401187321308809;0.0520701021845918;0.0640554613427333;0.0731154528595997;0.0884862818321926;0.104688394395018;0.111082775424033;0.125780452379471
0.0108374883507849;0.0270950804332176;0.0359204757644548;0.0491422115258708;0.0652802036344488;0.0737654318112147;0.0882914248028849;0.105715331431069;0.105478690622298;0.124315978814888
0.0115039049630213;0.0256745030237241;0.0371061407154692;0.0490938801483278;0.063990232112319;0.0731509730403593;0.0843211885946534;0.098891881066394;0.114545186607383;0.126942612002488
0.0116024311493362;0.0274302786265751;0.0357463866099822;0.0493973825996874;0.0651630457724415;0.0772462286455955;0.0867800049479307;0.0997562105886874;0.115518226437096;0.121682559738747
0.0123173360865376;0.0252515214142781;0.0364772095598455;0.0490395533760537;0.0602582367384866;0.0713602106187952;0.0870061983663206;0.10533015852117;0.114504830032332;0.125254709321334
0.0108756697072736;0.0260582571393809;0.0347708929519068;0.0492259133642149;0.0659148300890072;0.0697080871975118;0.0884680417058745;0.103638314822901;0.111039947968817;0.125608368259394
0.0123600815942256;0.0262310578461635;0.0383132049598233;0.0505455797388023;0.0641765628917269;0.0790807141170903;0.0884616933436301;0.108202474660855;0.109408467206581;0.125458721944078
0.0104830578395726;0.0240981424108161;0.039880459179648;0.049453931428235;0.0675841522692;0.0756489721548209;0.0848859380809183;0.104298618928102;0.112015247721069;0.129087841224302
0.0114806784128528;0.0249164115832397;0.0367046727939753;0.0466299692795525;0.0635675613463406;0.0741040119080519;0.0868353391249584;0.10006890452644;0.112831078151939;0.123935330626033
