2 Cat.;4 Cat.;6 Cat.;8 Cat.;10 Cat.;15 Cat.;25 Cat.
0.4916;0.360876666666667;0.318715275510204;0.283683233525151;0.294496077841092;0.239650024352106;0.244575530503903
0.4874;0.398107333333333;0.306619863819602;0.284655012411325;0.277391596813605;0.256121269928558;0.28039618556806
0.494;0.405733111111111;0.306996829365079;0.344091716924246;0.301028272976624;0.302928679894855;0.203991135297804
0.4988;0.381133555555556;0.382980054295792;0.204948027314449;0.26612870668814;0.233165549937027;0.247473855439597
0.4714;0.412986333333333;0.311091544595616;0.343572538400645;0.332786543822945;0.238266098699004;0.274328194490145
0.476;0.397482777777778;0.32747424111867;0.30931676946818;0.230699808160926;0.314357986421373;0.22122342359918
0.4996;0.339415666666667;0.317793244142101;0.268772490796256;0.238420487742451;0.266190095070215;0.183935892363691
0.458;0.382187777777778;0.306267745464853;0.373636474733272;0.325189100172714;0.278297074406868;0.251593928656743
0.496;0.443978666666667;0.358160467246158;0.302215583858249;0.373119575164378;0.272257271140994;0.241637185838346
0.4934;0.443011888888889;0.372352739480978;0.370599696174812;0.316529669564715;0.331896354797282;0.250034950127022
0.4736;0.388310333333333;0.376550906840514;0.33415067555441;0.270105222349505;0.197727793234547;0.217440329209032
0.4856;0.398718222222222;0.322534879440665;0.303404048123206;0.300934391420903;0.294333586538654;0.279687740771823
0.4802;0.325648555555556;0.338846695515243;0.305873755892219;0.2947920332332;0.256656551108278;0.229799735864407
0.4424;0.404915555555556;0.374674180398085;0.290406651247406;0.290715899589819;0.231642388860955;0.238732535527625
0.4902;0.353802222222222;0.33505795313681;0.348152185215218;0.283484617730018;0.2894855210616;0.250190619902593
0.4804;0.442874222222222;0.295060694885362;0.33005808989812;0.290513844804056;0.292487679085582;0.174556324853248
0.4892;0.357292777777778;0.297351864638448;0.310934728473658;0.240685997307051;0.2669230885927;0.27014942212126
0.4874;0.363478777777778;0.30243913781809;0.286192340632287;0.279514694065079;0.267853210212951;0.249526849344654
0.4712;0.420214111111111;0.335544811287478;0.330245812930764;0.289857923782813;0.302287258009885;0.28944460298713
0.4744;0.365177666666667;0.369727759448224;0.21966240798786;0.236309538042246;0.273746382839473;0.301617983730377
0.4824;0.338184333333333;0.296953074326027;0.39398493191002;0.301081597253567;0.296611136124924;0.306917036910128
0.4808;0.352787888888889;0.335365091773747;0.289729187356572;0.350057473917051;0.307095296117732;0.241451493411036
0.4532;0.380192666666667;0.362779275573192;0.248626546054472;0.226106156281455;0.338944290133239;0.275442856599883
0.4952;0.392918;0.269975960506425;0.368595836051958;0.293616165884561;0.224949401233965;0.242305204808875
0.4996;0.393976666666667;0.331999057634165;0.346088937108051;0.341355052512049;0.261281374330154;0.243688689469122
0.4992;0.421381;0.384583944129504;0.344609697451446;0.29046176707203;0.241015136136412;0.276510758484365
0.478;0.361344;0.301981825018896;0.298849576727838;0.23313445927026;0.226450833907791;0.270617216532592
0.4766;0.444108888888889;0.260745634101789;0.353231907985759;0.291783945631474;0.265107133361166;0.249099821276172
0.42;0.363283777777778;0.385144623267826;0.31485325214108;0.308550628756212;0.254816146875439;0.25285962378349
0.478;0.327413666666667;0.359082951499118;0.304358207643395;0.330358416418744;0.234269865044355;0.27296259211448
0.474;0.394579555555556;0.358826067901235;0.320157842229775;0.245022767421497;0.270906045514871;0.281363996105599
0.4838;0.451019;0.295506549004787;0.295816016696427;0.321491850960019;0.32033419742485;0.293275009957117
0.478;0.355102555555556;0.385534294721592;0.293653818991654;0.272121110617041;0.294088976791432;0.221966069438951
0.4968;0.394924222222222;0.335327478080121;0.270414446135995;0.343825849350574;0.212219522150075;0.259254903311163
0.4904;0.394665111111111;0.354466750755858;0.370890795575658;0.3301698117919;0.310485241413323;0.272463047846392
0.4712;0.407521111111111;0.378896860103301;0.271963013912633;0.250322025201857;0.243307275418978;0.20491109129235
0.3992;0.421856333333333;0.280924930335097;0.339850510912688;0.336407091306659;0.274097967802594;0.244021591147059
0.452;0.325507111111111;0.388777994079113;0.270470090677668;0.27099666099713;0.273935283911923;0.213894645452475
0.4872;0.331727666666667;0.319377413076342;0.351387327238899;0.246347017841445;0.277947578102906;0.262923952109776
0.4874;0.405433;0.279640825396825;0.25664407820941;0.317837395079203;0.261186138608071;0.297586459747076
0.4904;0.284770333333333;0.359747902305367;0.353846496663661;0.331636272276135;0.243234632599554;0.233923874247748
0.4714;0.379596;0.373045157533384;0.327557178045022;0.267468631259122;0.254451149097189;0.27571435299918
0.4636;0.344333111111111;0.325284202947846;0.258222584696048;0.335206409393466;0.298925667354952;0.177913792313386
0.478;0.349474777777778;0.411685936004031;0.310681174785825;0.323044403277031;0.248659947066717;0.220491383365167
0.4838;0.457582;0.341748318972033;0.30673212775571;0.25986674239654;0.284219168379133;0.256725899158448
0.497;0.349815666666667;0.327808982237339;0.280368801283228;0.3203855442494;0.216032916349603;0.305058789951641
0.4802;0.438271444444444;0.362660920005039;0.293177919909801;0.279945454828585;0.251947537675384;0.249684594450831
0.4736;0.391122555555556;0.331948350592089;0.344290137509572;0.309970529052467;0.235880953533773;0.24761887927529
0.482;0.419747333333333;0.346309182539683;0.33371666638458;0.331371746860974;0.234270311502744;0.232528301991683
0.494;0.402351666666667;0.369296842970522;0.361983526746077;0.347825963800133;0.313777892328264;0.264327147168084
0.4804;0.374933333333333;0.351697483623079;0.340085362657797;0.306400162669973;0.27777183592436;0.187765092856252
0.4874;0.441306888888889;0.336180025888133;0.347591639689275;0.276480202684442;0.257947394290704;0.296602212641628
0.4758;0.402626888888889;0.294054342025699;0.322204348844823;0.281251406402766;0.275167024227331;0.25362073669801
0.486;0.34175;0.301339297304107;0.282718112292389;0.260869735060314;0.307906156109892;0.249247620145861
0.4524;0.360908;0.25762501744772;0.312227804407566;0.34490032537072;0.250934666212158;0.28410518488055
0.4758;0.324036333333333;0.369920761904762;0.246333269577735;0.198695296784208;0.251851214511981;0.258693069463718
0.5008;0.287925555555556;0.228357298374906;0.295833382283409;0.350313915963274;0.292453458165662;0.27420065650386
0.4422;0.444407;0.385191124338624;0.315205579606627;0.283390246208612;0.304294605833697;0.210837887855822
0.492;0.366431111111111;0.375048737087428;0.240399620061975;0.306113640314862;0.32497061579706;0.225676971875834
0.4736;0.295500222222222;0.344947300642479;0.342010352584337;0.322847517539082;0.279161315124244;0.285729505387335
0.48;0.482782444444445;0.363651008629378;0.368389926959869;0.214149288553394;0.23874000899845;0.23526031785995
0.476;0.407575;0.25040172197027;0.353106834169555;0.246427663477435;0.252686104753701;0.207286993490301
0.4874;0.422837;0.328918095490048;0.240820166896799;0.320059826593459;0.304484315388434;0.23030560468238
0.4976;0.378715111111111;0.371894069790879;0.358112286197261;0.276099092621975;0.282895370262196;0.288289811755088
0.4874;0.427400555555556;0.337328493575208;0.284632796928738;0.23559685096401;0.269479913002574;0.23724348324712
0.4838;0.404260444444444;0.288391810216679;0.313062999718483;0.356675403272642;0.238431873487379;0.225562801410946
0.4688;0.414829777777778;0.412144955845301;0.31942481689948;0.248203739993399;0.169320474137754;0.207732280335962
0.478;0.348811777777778;0.245323120811287;0.351093096786559;0.351049842913115;0.259802092317697;0.263120563031531
0.4616;0.396699666666667;0.383914891030486;0.293448594090912;0.31659910135373;0.295455154604888;0.186877390300289
0.494;0.340087444444444;0.329203667800454;0.249634433917324;0.280332828469144;0.23702913667863;0.238071319170423
0.495;0.360329333333333;0.338493821743512;0.283228308396001;0.330376436538608;0.260955871403165;0.257466040801575
0.4984;0.428807;0.392656141471403;0.319686641959766;0.456991722961189;0.33048570830211;0.264509835212569
0.4872;0.401560666666667;0.483571436885865;0.325995528698602;0.292358503054131;0.273124398403832;0.266667495068156
0.4872;0.385554222222222;0.360297288548753;0.359058923536907;0.21568404802827;0.246205236654716;0.273899088866326
0.482;0.397916666666667;0.247925095930965;0.266103914183725;0.271030427117826;0.296277109725945;0.317005861428847
0.4714;0.416495111111111;0.309695693751575;0.298494629841009;0.327700624049969;0.267640342711368;0.221715172446471
0.4558;0.315583555555556;0.394912986394558;0.264464699655656;0.276536561548814;0.209256335085894;0.232740596171389
0.4648;0.402887555555556;0.335661033257748;0.272564005327888;0.294676615891435;0.274728363119408;0.234609227071705
0.4892;0.372149666666667;0.366096788611741;0.35664385433573;0.330007742005095;0.387049754190927;0.241607667023736
0.4872;0.322118444444444;0.360204693814563;0.311340399021724;0.276421510855193;0.303603279450699;0.182829165401495
0.458;0.429018111111111;0.302466576467624;0.311077588311089;0.295171299768207;0.252203556677306;0.287313863381422
0.4994;0.371581777777778;0.320051405832703;0.310140351222054;0.250756764801724;0.30376816664156;0.308651604544363
0.4664;0.387392;0.300263935815067;0.306075584419743;0.294056287069688;0.267234354695441;0.309711260865494
0.4558;0.350148;0.324966071302595;0.291174072239668;0.252738218273876;0.252914994142522;0.229003610307955
0.5;0.408995666666667;0.325559155139834;0.330232274748226;0.24491852163474;0.248277826601504;0.233779665778039
0.488;0.342930666666667;0.302539008314437;0.331931973601807;0.363229758444902;0.281150449453761;0.187745711220586
0.4488;0.436548666666667;0.381210678886369;0.332365884032193;0.236094070127536;0.275992245519626;0.252722468891664
0.4984;0.452452444444444;0.279563717309146;0.368572574571979;0.27603047001591;0.255346274530142;0.264664257949601
0.48;0.403925666666667;0.334505735260771;0.30405743064632;0.321738433692947;0.24551664979961;0.241124758577893
0.4736;0.385321444444444;0.371545683610481;0.290177754512535;0.226309717013516;0.276056588058163;0.181103228012462
0.449;0.348879444444444;0.338795726253464;0.30349879088501;0.287258760716986;0.24800667158401;0.226993322270699
0.4692;0.373748777777778;0.321038251763668;0.323201975315831;0.334500510600628;0.233142236340678;0.282426860002934
0.497;0.335155111111111;0.397256515117158;0.345188855095352;0.304862614069733;0.286071232808937;0.237236987145152
0.4964;0.408223555555556;0.322725497228521;0.3405221054197;0.229321157959224;0.258800293156403;0.281411070220207
0.461;0.412366666666667;0.267892137062232;0.255540964092912;0.294586187349995;0.324772135575085;0.270534306596044
0.488;0.353923333333333;0.345958776643991;0.224988352836373;0.276871758549975;0.239821204841901;0.232826404229962
0.5;0.388147555555556;0.320279058264046;0.260648923707923;0.28181716645887;0.266381420455743;0.288330806785373
0.4892;0.406954444444444;0.32521963202318;0.306542636256194;0.284577397464663;0.3394777002522;0.258442147701218
0.4902;0.431986444444444;0.30750683446712;0.24209628459176;0.31796093502903;0.235332788794269;0.245154597966119
0.4424;0.35764;0.364310060594608;0.288498682790064;0.268173275986557;0.288406818207739;0.273976079247881
0.5012;0.402452444444444;0.291066369488536;0.364882131250131;0.288439923456487;0.2312177038274;0.253614653820825
0.4888;0.367504444444444;0.305958887377173;0.315303581530194;0.295856000572543;0.277210953269652;0.243961888178136
0.482;0.438746444444445;0.370258208679768;0.295942802431566;0.202368240597724;0.27975438732865;0.232381262074512
0.4456;0.390247222222222;0.236282311287478;0.321118145298138;0.306918574897389;0.26844185425019;0.241278875997638
0.4712;0.411374333333333;0.367256174225246;0.276678040324305;0.284779203503372;0.289959264647928;0.298064477542838
0.482;0.380221777777778;0.331098870496347;0.236028664506708;0.301807197841174;0.25213864870672;0.197752706398147
0.4916;0.36931;0.346098507810532;0.290867529668297;0.350753649492761;0.273218374729548;0.326500493783884
0.4874;0.358680333333333;0.401980002015621;0.433701127632225;0.336146165457237;0.351336611279982;0.274369931395428
0.434;0.392306666666667;0.379229970773495;0.352387822574618;0.270451184932433;0.239043402232911;0.228564848695051
0.4736;0.392690777777778;0.292732286281179;0.299443965902048;0.297750660840649;0.183558734405818;0.248605775868573
0.4456;0.397865333333333;0.334140228269085;0.374559887712028;0.27376863514173;0.2101227374477;0.217501175250942
0.4996;0.373811888888889;0.325328043335853;0.288627511013659;0.305622655552292;0.217826410586625;0.250060217927197
0.48;0.344918333333333;0.379113524943311;0.331362018234679;0.32919546607417;0.26195822043645;0.219297263204868
0.4892;0.346640444444444;0.339409341584782;0.272640744522347;0.293510324574814;0.219605110628103;0.299566441083207
0.4936;0.320649333333333;0.360964228710003;0.308627788776002;0.302484844202797;0.267706183954605;0.257465616962038
0.492;0.443362666666667;0.327202598702444;0.314502020484005;0.283612855501969;0.307532237061621;0.281611474119718
0.4968;0.333841111111111;0.330083462648022;0.312103428575852;0.31475441002661;0.274645108519357;0.253844102413261
0.493;0.348258555555556;0.354489432917612;0.305379230920234;0.326154324821211;0.254960211004502;0.254937230964626
0.452;0.389108222222222;0.370202005857899;0.29898114773738;0.3461216209448;0.313493602551;0.227022853289459
0.4688;0.409858666666667;0.407523103741497;0.298957643782239;0.229929834175969;0.240217653790106;0.241310970602623
0.464;0.374184666666667;0.292783658415218;0.268683177636682;0.305607359488189;0.289154866607203;0.219355640646453
0.5;0.427275222222222;0.328560306122449;0.281445754443849;0.352383193344072;0.26962085831056;0.303943904023402
0.5;0.395003;0.393882395313681;0.324406418801608;0.250981298861724;0.26855633602899;0.252271589374347
0.4688;0.382135777777778;0.266483012156714;0.355231035930877;0.297752799302519;0.261660880375412;0.239228611402199
0.4558;0.415684555555556;0.315671582010582;0.299568039496859;0.25730037656246;0.25512063645239;0.241660149920143
0.4952;0.409586888888889;0.300755795729403;0.277561394552611;0.283573979774771;0.258846070880514;0.209717393049933
0.3856;0.379804777777778;0.336140028533636;0.372055357531096;0.350494724583744;0.277766951014143;0.307160637384141
0.492;0.400400444444444;0.398818508314437;0.287713751537969;0.318964551900244;0.271929071261368;0.222417312508071
0.4838;0.415213333333333;0.340866737591333;0.331449303568174;0.312002264899492;0.30420001977894;0.253185192893208
0.4552;0.400098666666667;0.320589024502394;0.300526772449049;0.226541016756;0.261648253271245;0.238332534827121
0.4662;0.434607444444444;0.262260530801209;0.316022819833877;0.263013721602236;0.24314822046502;0.28300053280574
0.4952;0.309952888888889;0.296489319223986;0.32953992778041;0.276851034361208;0.307429771413316;0.317367626233807
0.4976;0.338452777777778;0.375406604938272;0.312843652309263;0.33925779252629;0.274676294671411;0.234282244240518
0.4636;0.336029555555556;0.398622150856639;0.333237372392392;0.258757087526891;0.319056897911415;0.194407400674062
0.4456;0.380086222222222;0.308789123834719;0.288766227406142;0.321328289845985;0.241731832109232;0.287439592601394
0.4838;0.358284666666667;0.371734428571429;0.316022245781537;0.275599142041825;0.317370608634167;0.260816271644031
0.488;0.383878111111111;0.344147240110859;0.384999958912272;0.309787329454589;0.279105165749339;0.241008658171646
0.499;0.439420666666667;0.366114175422021;0.290185681632923;0.23263641165251;0.326550725789391;0.251089645847889
0.4874;0.376251777777778;0.254768414902998;0.227403740905892;0.345214915865164;0.231333472249543;0.20231944906947
0.4824;0.326085222222222;0.411345885109599;0.2511861492413;0.270135736445354;0.25024224016241;0.260346112875726
0.5;0.430258;0.369906127488032;0.270040890982126;0.286152106536242;0.237421814609346;0.234533354199975
0.4664;0.345807;0.346017681153943;0.264225657685247;0.322633837403654;0.245777577512748;0.262666553332799
0.458;0.312201888888889;0.383684860859158;0.249348866034097;0.28016937622228;0.330850636136062;0.253989760908706
0.484;0.395319888888889;0.350143071302595;0.335751979333985;0.310018769621649;0.290324426824952;0.323424407057833
0.491;0.480502444444444;0.324195169942051;0.341378096566585;0.251267915425545;0.30595049961364;0.245629028171329
0.48;0.407381333333333;0.323028904761905;0.303203173643216;0.252032927487383;0.215354720992611;0.290753759857206
0.5;0.419402111111111;0.247680931405896;0.281814363353381;0.343107854445412;0.263027399162929;0.228345178036167
0.4856;0.433137666666667;0.402253814058957;0.355743420472847;0.298697794065723;0.279180374508717;0.28020660626703
0.476;0.355992333333333;0.296494176303855;0.271141472015743;0.223906096738382;0.29595414410359;0.175268337379371
0.467;0.426565666666667;0.269781792894936;0.303269476888967;0.276700683179801;0.284425359788575;0.22033026231017
0.4736;0.391894444444444;0.315216217876039;0.284280998525056;0.351913418168604;0.293316394585927;0.306370089608252
0.478;0.419338444444444;0.356621797682036;0.316795353854918;0.277826158112571;0.272278637932506;0.270800180118559
0.482;0.357744666666667;0.34245029617032;0.271547167146229;0.279520587172061;0.27711187618014;0.214074041727946
0.494;0.384553777777778;0.341013715923406;0.300124543895616;0.261201540896216;0.319334772743177;0.27145261505271
0.4982;0.358494888888889;0.310541651297556;0.279497780249181;0.285133228630649;0.326901416948561;0.254574608538343
0.44;0.388452;0.36177248904006;0.316628133623896;0.210770822284031;0.296350928378515;0.213611895907321
0.4916;0.337764666666667;0.26210597436382;0.308682139919379;0.276746962181864;0.240291358629634;0.212057148801261
0.4916;0.368433333333333;0.328332400100781;0.363743079193263;0.267549757417195;0.211333520701212;0.324524242408398
0.4888;0.40419;0.298132341962711;0.298779659011907;0.289018579389567;0.253457791155442;0.205297857791678
0.4392;0.392472888888889;0.311450041068279;0.32191961886411;0.309709185215959;0.260370132934598;0.195762876194809
0.4916;0.407924;0.336822024187453;0.336150383390157;0.317473884850585;0.238083910756633;0.243970061292626
0.4936;0.347748;0.359748253842278;0.3410703981424;0.321592309691786;0.246890652976858;0.253420588672504
0.494;0.339220777777778;0.431002071428571;0.364616259983412;0.314035024819116;0.281602126008974;0.245206316701064
0.496;0.447412111111111;0.317098653061224;0.278067606746829;0.277721685326345;0.215986538257141;0.299492649615262
0.424;0.370056;0.331764938082641;0.333718772004866;0.27774204205832;0.283207110212722;0.258097546599638
0.4888;0.423032;0.328123561539431;0.311439887930803;0.270389201426948;0.2728304572323;0.212554923611283
0.48;0.394363111111111;0.317167301776266;0.385369559657502;0.20307267194385;0.262444947554628;0.2482986385631
0.498;0.384195444444444;0.247169500125976;0.274516208702602;0.320417290740745;0.2681690706766;0.241648793626254
0.4784;0.410676555555556;0.347806411942555;0.28725052405827;0.333562345879206;0.253145012972846;0.329970098033701
0.5008;0.447039333333333;0.376374640337617;0.300347171127093;0.322042734510355;0.190492955515879;0.252404383698825
0.4316;0.389701;0.355118049823633;0.265828723306663;0.289102519188846;0.239342538458781;0.231061982132008
0.4964;0.369495555555556;0.326943664336105;0.359482803684999;0.26496976578219;0.309411282242063;0.25916100705844
0.4714;0.374781;0.302445429327286;0.322343447404145;0.219094801570658;0.265125017944609;0.263204620603499
0.476;0.429611777777778;0.228604373897707;0.354311807642771;0.310239089621925;0.282220908641926;0.264584753414849
0.48;0.340678222222222;0.300118509889141;0.253619165907023;0.310610254210252;0.240737757127202;0.192587508946061
0.5;0.312039222222222;0.331568195515243;0.313536992723406;0.27492666207264;0.29740068641342;0.236684234844095
0.4988;0.341714555555556;0.324419960947342;0.320969772251586;0.207831493680729;0.230651476918601;0.275367289754886
0.4352;0.347991777777778;0.287760484126984;0.298647502234609;0.208484594499184;0.282479631871687;0.327323545422796
0.482;0.370804333333333;0.260355692617788;0.339855953306175;0.337357812634065;0.302189355920861;0.274523044898021
0.4916;0.369442666666667;0.379214036911061;0.324323228795449;0.284400365563956;0.224736975994518;0.278582117546276
0.496;0.386440888888889;0.334676216427312;0.321629154813761;0.324442134483246;0.261577201493829;0.268169430353474
0.4904;0.423182444444444;0.384683498173343;0.305049539750539;0.314748043043517;0.347411165307729;0.266313161105598
0.478;0.393329222222222;0.349909359032502;0.36425223116184;0.268241281513328;0.263314232486233;0.250571404390452
0.4784;0.348787222222222;0.276658463466868;0.380430176754755;0.341938415527027;0.272314267200601;0.246313477790539
0.4904;0.416534;0.387533503338372;0.326014664518958;0.282666695603004;0.36992260724374;0.194109880892141
0.4916;0.364282222222222;0.370841351599899;0.282113108169611;0.295121593149099;0.24256420670637;0.29530966917287
0.491;0.373874888888889;0.339131297493071;0.23768124673138;0.318321757661371;0.215065792417606;0.276317178856059
