2 Cat.;4 Cat.;6 Cat.;8 Cat.;10 Cat.;15 Cat.;25 Cat.
10476.3095979899;4915.60849246231;4069.96216080402;3707.51105527638;3561.44251256281;3539.71432160804;3397.11653266332
10696.7606030151;4738.06336683417;4049.6140201005;3766.26964824121;3589.7051758794;3482.5324120603;3400.70261306533
10355.0070854271;5724.22457286432;4201.85964824121;3678.36969849246;3578.66623115578;3454.59849246231;3398.35170854271
10173.4874874372;5437.66778894472;3994.58658291457;3873.46819095477;3591.65552763819;3482.45708542714;3391.92095477387
11514.15959799;5283.03462311558;4008.60185929648;3693.95512562814;3626.92351758794;3464.95909547739;3388.92175879397
11393.4593467337;4766.57934673367;4069.37793969849;3743.76512562814;3664.47929648241;3460.03809045226;3392.45844221106
10072.8683919598;5033.88085427136;4010.74417085427;3718.31623115578;3623.48527638191;3478.30844221106;3400.5724120603
12198.8583417085;4884.58939698492;4059.65693467337;3747.39527638191;3577.10788944724;3468.84673366834;3417.13904522613
10254.0985427136;5136.52180904523;4073.36447236181;3688.35768844221;3606.42989949749;3458.8367839196;3395.68939698492
10544.6440201005;4919.91261306533;4064.98683417085;3866.50979899498;3642.83447236181;3518.60060301508;3391.74804020101
11393.4593467337;4871.46236180905;4109.90261306533;3760.87346733668;3571.85396984925;3505.65959798995;3400.54628140704
10780.5789447236;4760.47140703518;4040.32306532663;3767.18020100503;3593.721959799;3460.67547738693;3388.70834170854
11063.3165829146;5144.43763819096;4039.11743718593;3760.17331658291;3621.96155778894;3485.16371859296;3400.95778894472
13021.9264321608;4953.51879396985;4044.59733668342;3796.40311557789;3590.37718592965;3481.04010050251;3406.60376884422
10544.6440201005;4977.91512562814;4078.68487437186;3733.17984924623;3598.43306532663;3480.26663316583;3409.29341708543
11168.0643718593;5176.42532663317;4218.8340201005;3787.24055276382;3599.10201005025;3444.59331658291;3393.30050251256
10618.1218592965;5017.43824120603;4174.75512562814;3702.82442211055;3600.29613065327;3463.21256281407;3398.75472361809
10696.7606030151;4998.36386934673;4010.10608040201;3706.97155778894;3682.23974874372;3463.56231155779;3388.33894472362
11514.15959799;4950.76638190955;4075.9451758794;3705.63542713568;3592.26904522613;3455.85899497487;3389.25201005025
11514.15959799;4928.62407035176;3997.20547738693;3785.45743718593;3621.26964824121;3462.1648241206;3395.32175879397
10963.8352261307;5139.54336683417;3954.18638190955;3734.01381909548;3597.91271356784;3456.99748743719;3401.08447236181
11063.3165829146;4867.63261306533;4092.17130653266;3735.4651758794;3579.94969849246;3462.9408040201;3418.59638190955
12511.2322110553;5016.4235678392;3986.50015075377;3757.92286432161;3644.4983919598;3476.738040201;3396.4532160804
10302.0100502513;5012.49793969849;4078.5491959799;3749.70909547739;3580.46663316583;3492.14773869347;3395.49085427136
10072.8683919598;4875.07442211055;4163.58055276382;3682.29376884422;3599.89939698492;3497.82773869347;3416.27793969849
10113.0967336683;4864.66095477387;4074.65874371859;3667.89341708543;3588.92407035176;3478.73462311558;3393.70231155779
11168.0643718593;4982.30271356784;4031.83502512563;3682.97984924623;3560.68075376884;3461.24693467337;3391.91708542714
11278.1033165829;4837.09190954774;4045.91361809045;3695.24949748744;3652.49055276382;3456.01055276382;3399.48939698492
14198.9949748744;5071.3559798995;3976.5267839196;3707.98301507538;3587.46809045226;3456.97422110553;3395.0775879397
11168.0643718593;5135.26336683417;4093.35281407035;3703.98819095477;3645.40969849246;3463.70809045226;3390.35251256281
11393.4593467337;4945.55844221106;4147.0740201005;3722.13090452261;3606.83944723618;3483.15748743719;3396.15834170854
10869.5967839196;4824.92708542714;3980.171959799;3767.77974874372;3587.66743718593;3450.77005025126;3394.19974874372
11168.0643718593;4936.78396984925;4076.45793969849;3679.10140703518;3605.41256281407;3463.06924623116;3400.14427135678
10302.0100502513;5141.03663316583;3980.94115577889;3776.56477386935;3609.05301507538;3455.77457286432;3395.40879396985
10544.6440201005;4793.83572864322;3930.94417085427;3709.9683919598;3614.27015075377;3488.52190954774;3398.17914572864
11514.15959799;4898.96386934673;3978.52396984925;3748.66165829146;3620.63045226131;3491.54326633166;3406.24859296482
15344.2525125628;4882.76527638191;3994.30824120603;3710.27623115578;3618.49010050251;3463.22537688442;3394.11015075377
12511.2322110553;4907.82457286432;4049.24085427136;3724.59693467337;3590.98824120603;3447.38798994975;3404.28944723618
10696.7606030151;5607.16728643216;4182.4564321608;3693.30582914573;3649.49120603015;3461.06944723618;3397.92854271357
10696.7606030151;4818.2667839196;4094.3475879397;3810.45979899497;3574.04231155779;3470.25819095477;3389.1727638191
10544.6440201005;5179.33170854271;3937.07020100503;3743.64457286432;3589.91407035176;3465.65608040201;3393.94939698492
11514.15959799;4786.38336683417;3941.51462311558;3938.65592964824;3608.14557788945;3451.77844221106;3404.81492462312
11908.6151256281;5282.301959799;3964.88547738693;3712.89914572864;3619.74577889447;3460.58924623116;3400.83371859296
11168.0643718593;5037.3667839196;4101.87341708543;3843.91874371859;3561.27326633166;3461.96195979899;3399.05020100503
10869.5967839196;4754.66854271357;4026.06417085427;3688.11070351759;3611.24211055276;3449.87507537688;3390.95914572864
10211.2611055276;5278.57683417085;4002.25010050251;3750.36452261307;3585.49;3477.21125628141;3392.11256281407
11063.3165829146;5214.6059798995;3985.32547738693;3761.44095477387;3561.40226130653;3449.77798994975;3392.83819095477
11393.4593467337;5210.64869346734;4003.64206030151;3678.90095477387;3607.12115577889;3454.87537688442;3405.29432160804
10963.8352261307;4804.35055276382;3991.95130653266;3708.33371859296;3621.59291457286;3469.62301507538;3399.43879396985
10476.3095979899;5107.39844221106;4031.01271356784;3675.22125628141;3568.47105527638;3494.50623115578;3400.10733668342
11168.0643718593;5055.91864321608;4051.80587939698;3749.23829145729;3642.34537688442;3459.27547738693;3403.95753768844
10696.7606030151;4757.47442211055;3961.58929648241;3721.79623115578;3568.70773869347;3450.77964824121;3408.41492462312
11278.1033165829;4941.40949748744;4003.41693467337;3707.62809045226;3613.30020100503;3476.30351758794;3392.74703517588
10780.5789447236;5051.9508040201;4245.95522613065;3738.94095477387;3603.83341708543;3453.66467336683;3390.14246231156
12511.2322110553;4933.41025125628;4133.66819095477;3770.18628140704;3600.06688442211;3481.59572864322;3401.53909547739
11278.1033165829;4996.07783919598;3991.20407035176;3783.15462311558;3645.03819095477;3470.85924623116;3398.42462311558
10072.8683919598;5195.99100502513;4299.43180904523;3700.36532663317;3588.96648241206;3463.84341708543;3397.08462311558
13021.9264321608;4746.46577889447;4055.83412060302;3744.22989949749;3591.43834170854;3498.68190954774;3392.54844221106
10476.3095979899;5237.5140201005;4040.18035175879;3806.421959799;3591.8067839196;3477.20814070352;3407.09266331658
11393.4593467337;5242.23020100503;3957.2291959799;3709.41040201005;3568.13211055276;3453.2948241206;3406.54628140704
11063.3165829146;4992.40924623116;3998.86055276382;3699.03829145729;3631.58768844221;3455.63467336683;3391.12492462312
11278.1033165829;4726.01874371859;4169.28829145729;3734.17613065327;3577.07266331658;3477.59618090452;3393.52015075377
10696.7606030151;4872.11663316583;3972.41592964824;3769.45904522613;3582.54281407035;3465.32793969849;3400.71010050251
10173.4874874372;4790.59201005025;3942.85110552764;3746.16231155779;3617.14341708543;3461.62949748744;3401.24854271357
10696.7606030151;4732.47040201005;4080.29733668342;3717.91306532663;3613.46386934673;3475.75085427136;3393.92924623116
10869.5967839196;4954.13572864322;4011.30638190955;3710.98195979899;3611.76703517588;3447.82864321608;3413.73939698492
11640.2324120603;4748.76326633166;4094.1827638191;3699.64572864322;3622.99246231156;3510.36638190955;3393.4559798995
11168.0643718593;4843.0643718593;4126.39703517588;3671.20587939699;3603.94055276382;3462.91396984925;3401.92185929648
12050.9877386935;4831.81773869347;4140.98251256281;3733.6364321608;3617.03306532663;3465.92371859296;3405.65688442211
10355.0070854271;5100.55020100503;3956.41020100503;3743.53653266332;3569.73909547739;3460.8616080402;3396.84542713568
10302.0100502513;5391.67984924623;3982.11743718593;3692.9048241206;3618.10497487437;3469.57477386935;3408.70206030151
10140.7686432161;4771.4667839196;4003.66226130653;3660.27361809045;3683.39422110553;3468.02728643216;3407.76949748744
10696.7606030151;4903.73331658292;4290.72105527638;3690.3116080402;3611.54899497487;3459.3259798995;3393.41663316583
10696.7606030151;4763.17668341709;4252.28859296482;3754.24296482412;3604.15351758794;3481.33195979899;3403.7140201005
10963.8352261307;4735.23537688442;4426.08688442211;3748.58537688442;3640.5135678392;3463.77477386935;3394.54140703518
11514.15959799;4988.30874371859;4038.56487437186;3707.06638190955;3641.0508040201;3464.08733668342;3400.79633165829
12352.2613065327;4992.10216080402;4057.77974874372;3742.41894472362;3609.26572864322;3459.43698492462;3397.10105527638
11908.6151256281;4814.48608040201;4065.49542713568;3706.71984924623;3576.89150753769;3468.75788944724;3403.99974874372
10618.1218592965;5188.18547738693;3949.80286432161;3775.27869346734;3609.05110552764;3484.3072361809;3392.02547738693
10696.7606030151;5216.85733668342;4039.84226130653;3816.80668341709;3560.1964321608;3473.41899497487;3400.11527638191
12198.8583417085;5481.29693467337;3996.4227638191;3704.33773869347;3611.99663316583;3466.4040201005;3391.39211055276
10090.4651256281;4862.06150753769;3949.33211055276;3701.9651758794;3578.21733668342;3486.25040201005;3423.86864321608
11771.7073366834;4763.17668341709;4137.53934673367;3723.79763819095;3585.46206030151;3457.85015075377;3406.36603015075
