2 Cat.;4 Cat.;6 Cat.;8 Cat.;10 Cat.;15 Cat.;25 Cat.
-1.00505242838855;-0.217795316526807;0.262297809813821;0.494781007507915;0.623945916499929;0.606773351311674;0.732776314479769
-1.01140520934305;-0.199094347232449;0.305210327198005;0.373705225513653;0.636615004272478;0.75289677218226;0.790412429107541
-1.00072581593462;-0.45398645599177;0.149425421314111;0.587609423647195;0.640494553864977;0.734983674080328;0.860926696076826
-0.99435936054915;-0.415195870487966;0.306438866076958;0.342004406812551;0.582866455741319;0.706094009231858;0.831136984724284
-1.03314187203786;-0.336321925491487;0.209310350278522;0.52860282792312;0.516616495633757;0.75134915701471;0.839242378911138
-1.0297952795724;-0.178260045927608;0.202308055898954;0.48101044408495;0.546522202596383;0.748446410921958;0.750408143703556
-0.99084801068252;-0.292093553322981;0.303536979421694;0.412904964427555;0.606853652949726;0.742702519092556;0.728769192877977
-1.04418063571902;-0.188556402219517;0.2162318020461;0.426875244910482;0.630995194778994;0.65979182979007;0.835215953302615
-0.997124361024589;-0.306880462997153;0.207839116314316;0.47940379914428;0.536744080279283;0.572471876419603;0.767098839869685
-1.00524929620132;-0.262379129154978;0.220549751018744;0.389172632999948;0.533202781267875;0.672102596978081;0.776172937670509
-1.0316524854794;-0.203224938357794;0.189827518195971;0.386759480203078;0.629027387125817;0.655247474485837;0.753745448318524
-1.0141562073183;-0.225868091839771;0.21985570236939;0.454585421888806;0.561947190792676;0.689767212494984;0.656495961699345
-1.02326308139535;-0.324247756338946;0.178566840009591;0.395479992910088;0.52958087135521;0.617858698317425;0.859177905248684
-1.0614092807116;-0.309307639630907;0.289306261978337;0.376685002103684;0.615658765489092;0.723381526153348;0.822223234313666
-1.00710805975585;-0.254844617145171;0.17483941425646;0.508061471945744;0.63805912841628;0.732497507194403;0.818834894965415
-1.02498206018443;-0.311171237239598;0.0774939280717931;0.367890693330012;0.621129104928882;0.805871132368289;0.890310333634054
-1.00923009574629;-0.280368524965807;0.185548637541127;0.539776990282279;0.633389879026283;0.674468436588272;0.808666687395512
-1.01092655976024;-0.250528205505961;0.276401935055766;0.505338799768476;0.39264682568184;0.726501239247535;0.758912843925467
-1.03414237927436;-0.279288803273552;0.226104654530973;0.463843640566734;0.522858678339305;0.714826327858563;0.804116071029443
-1.03314187203786;-0.204953941552322;0.121507508216576;0.418482432697373;0.627148726509287;0.762508418353869;0.711012661036129
-1.01943293960045;-0.288854773119717;0.290508911558895;0.522096037546997;0.582730288497953;0.743722694847316;0.845688925322238
-1.02181686046512;-0.20004640126722;0.230475763570074;0.494613144250351;0.685883854604566;0.770190989382162;0.733279422857552
-1.0525164561576;-0.244133378212384;0.304826315013183;0.400406798821625;0.475451819592657;0.641156455972774;0.878627799715219
-0.999221501390176;-0.260175081564213;0.145663118778972;0.457859277016478;0.619901499041014;0.654055300520594;0.750779773435263
-0.990830140896775;-0.245140991585532;0.119447803749993;0.487588411341707;0.631248028455513;0.653856596022008;0.818714984280624
-0.992292818966401;-0.179981514306135;0.273996870397964;0.590726929793708;0.528947961321928;0.778177963081042;0.865934027728215
-1.02498206018443;-0.249165367461821;0.164609916077841;0.448465622092467;0.609501638548114;0.760590614989393;0.74689239790427
-1.02654642881254;-0.172948562089754;0.197622513371361;0.530471487465266;0.5490433236703;0.706739900088128;0.813627893482496
-1.07563986409966;-0.289225214304433;0.266037887182753;0.509420622315601;0.611379121751508;0.706600357674742;0.704329290274285
-1.02340255639464;-0.286836628999207;0.188512412469777;0.367830057958036;0.613176537994303;0.653971995127481;0.84105045183262
-1.02886667661889;-0.254283024350777;0.218863713476353;0.495784794210319;0.532653165005262;0.778354839600424;0.871264836320897
