40 Tokens;60 Tokens;80 Tokens;100 Tokens;200 Tokens;400 Tokens;600 Tokens;800 Tokens
0.714625445897741;0.714625445897741;0.714625445897741;0.714625445897741;0.714625445897741;0.714625445897741;0.714625445897741;0.714625445897741
0.709090909090909;0.709090909090909;0.709090909090909;0.709090909090909;0.709090909090909;0.709090909090909;0.709090909090909;0.709090909090909
