40 Tokens;60 Tokens;80 Tokens;100 Tokens;200 Tokens;400 Tokens;600 Tokens;800 Tokens
5493.33333333333;12360;21973.3333333333;34333.3333333333;137333.333333333;549333.333333333;1236000;2197333.33333333
5493.33333333333;12360;21973.3333333333;34333.3333333333;137333.333333333;549333.333333333;1236000;2197333.33333333
