1 Cat;2 Cat;3 Cat;4 Cat;5 Cat;6 Cat;7 Cat;8 Cat;9 Cat;10 Cat
0.860779030528161;0.860779030528161;0.860779030528161;0.860779030528161;0.860779030528161;0.860779030528161;0.860779030528161;0.860779030528161;0.860779030528161;0.860779030528161
0.414000620709347;0.414000620709347;0.414000620709347;0.414000620709347;0.414000620709347;0.414000620709347;0.414000620709347;0.414000620709347;0.414000620709347;0.414000620709347
0.414000620709347;0.189865319861448;0.231120694396238;0.189865319861448;0.212583845277427;0.189865319861448;0.205540623732806;0.189865319861448;0.201831008229005;0.189865319861448
0.140482519409581;0.140482519409581;0.140482519409581;0.140482519409581;0.140482519409581;0.140482519409581;0.140482519409581;0.140482519409581;0.140482519409581;0.140482519409581
0.993448674430753;0.993448674430753;0.993448674430753;0.993448674430753;0.993448674430753;0.993448674430753;0.993448674430753;0.993448674430753;0.993448674430753;0.993448674430753
0.991648122209807;0.991648122209807;0.991648122209807;0.991648122209807;0.991648122209807;0.991648122209807;0.991648122209807;0.991648122209807;0.991648122209807;0.991648122209807
0.59144145413555;0.59144145413555;0.59144145413555;0.59144145413555;0.59144145413555;0.59144145413555;0.59144145413555;0.59144145413555;0.59144145413555;0.59144145413555
