2 Raters;4 Raters;6 Raters;8 Raters;10 Raters;12 Raters;14 Raters;16 Raters
0.7;0.8;0.82;0.828571428571429;0.833333333333333;0.836363636363636;0.838461538461539;0.84
0.7;0.8;0.82;0.828571428571429;0.833333333333333;0.836363636363636;0.838461538461539;0.84
