2 Raters;4 Raters;6 Raters;8 Raters;10 Raters;12 Raters;14 Raters;16 Raters
12875;34333.3333333333;69525;117714.285714286;178819.444444444;252818.181818182;339701.923076923;439466.666666667
12875;34333.3333333333;69525;117714.285714286;178819.444444444;252818.181818182;339701.923076923;439466.666666667
