2 Raters;4 Raters;6 Raters;8 Raters;10 Raters;12 Raters;14 Raters;16 Raters
0.55;0.7;0.73;0.742857142857143;0.75;0.754545454545454;0.757692307692308;0.76
0.55;0.7;0.73;0.742857142857143;0.75;0.754545454545454;0.757692307692308;0.76
