2 Raters;4 Raters;6 Raters;8 Raters;10 Raters;12 Raters;14 Raters;16 Raters
1.455;1.40166666666667;1.391;1.38642857142857;1.38388888888889;1.38227272727273;1.38115384615385;1.38033333333333
1.375;1.375;1.375;1.375;1.375;1.375;1.375;1.375
