2 Cat.;3 Cat.;6 Cat.;9 Cat.;12 Cat.
0.620952380952381;0.709190726332004;0.666434623311198;0.791194221665501;0.667504476297169
0.636566558441559;0.812225641025641;0.728676464437771;0.777657218688362;0.679604927782498
0.506407606448946;0.608827734095783;0.712729915251741;0.687980837359834;0.582214087691438
0.56202480992397;0.599660762889038;0.773108299075026;0.679480444069624;0.642640845070423
0.661395255730157;0.62027337513143;0.74654863360483;0.560344687026137;0.843569836559819
0.832702816309374;0.703453716690042;0.623072422376263;0.732662957074722;0.736122941822173
0.5776740237691;0.730438247011952;0.638687875181347;0.720669258831124;0.72419298245614
0.568142361111111;0.744363233665559;0.735682475193374;0.602806702665903;0.551906203897818
0.66003416742036;0.727177419354839;0.706759066681262;0.668553542634924;0.861064735273226
0.61990662139219;0.721299667880437;0.77621107266436;0.776511350059737;0.743346433488259
0.777336995219205;0.710545454545455;0.793252865504979;0.539018257548837;0.76318228888295
0.820451127819549;0.572485677912158;0.753414472959577;0.606331127981387;0.626432803981986
0.78883701188455;0.670996693434105;0.643913219153796;0.658941366956042;0.72962620417584
0.621862186218622;0.725356530467149;0.659107361721343;0.806328005700906;0.680240462947357
0.720953525641026;0.575248681084129;0.655519270896689;0.755238877386171;0.620262199563001
0.592169129543739;0.725090657917458;0.698956350285559;0.71418758586237;0.599450709656788
0.768873403019744;0.660896860986547;0.676862407211029;0.664919887959685;0.716758007874854
0.806816956099666;0.532948185593067;0.807274292478209;0.787978580620166;0.769333315089593
0.653913043478261;0.694714332202129;0.632470402525651;0.623616494652781;0.581980151534775
0.781078107810781;0.688624628383665;0.859443880657601;0.602408738679862;0.723904291655225
0.56202480992397;0.728636363636364;0.667216168020606;0.811388159813357;0.637501170421948
0.7612;0.657456060880594;0.621082948206409;0.698729900718714;0.743536937291808
0.815569972196478;0.744142857142857;0.785083765474522;0.667581793682596;0.724163010146958
0.615400264469535;0.625201793721973;0.790695792880259;0.791785158555562;0.671134539136342
0.707229928541404;0.739826769079915;0.760759798028372;0.586872306718641;0.73093733295601
0.707229928541404;0.628920155958637;0.573721328763512;0.702962122413786;0.592917685411573
0.604456533110158;0.695031456686562;0.699018503620274;0.642570105545415;0.695573068085024
0.758787878787879;0.676706915477497;0.659338983050847;0.618312349316903;0.711256799051931
0.714080459770115;0.656477621994863;0.639962367925894;0.870403971312835;0.682421679225541
0.621559403463117;0.766065830721003;0.819815484007798;0.628971448228414;0.757654617253308
0.670938404299297;0.684396730511163;0.712783505154639;0.673120667356979;0.661222670345999
0.731611162983712;0.831641285956007;0.775329291239808;0.590164565489366;0.794491919458883
0.717329545454545;0.674441041990016;0.685608651747614;0.804346438193496;0.721336667424415
0.70437181663837;0.651309885037822;0.759772272369722;0.73785116999242;0.616290215820012
0.726850385386971;0.78409280587548;0.780791019723038;0.667382488842122;0.769161243296715
0.687728841929072;0.615978386723273;0.732405303030303;0.684934456891498;0.629094285758822
0.759661835748792;0.819676375404531;0.745655780056019;0.817721553598039;0.650808037759784
0.620952380952381;0.657170469347452;0.709232655062515;0.752483615314698;0.808442120370028
0.66213921901528;0.422460567823344;0.670735256213052;0.66848938794715;0.720057896063556
0.65010989010989;0.753230129205168;0.754312562159196;0.747668009993346;0.681847332243409
0.639146666666667;0.754966343785914;0.737564545488317;0.765076902320561;0.647549029125166
0.760817307692308;0.65791529926551;0.858976377952756;0.7742935190658;0.642538501252644
0.684827367754197;0.783848878394333;0.689802554389729;0.712499449977266;0.698882577026412
0.699062405484424;0.683052817356119;0.840619628066886;0.757665621523212;0.817548778177685
0.678028260166109;0.582741935483871;0.806710816777042;0.5840935895657;0.710260497636503
0.766506666666667;0.664766100816379;0.655178061879844;0.694003820432374;0.76978431372549
0.760337213970293;0.593242755801371;0.698990377606065;0.783238603790274;0.629675147879218
0.76388739078848;0.634175537599932;0.690178997291192;0.624657683309454;0.581929113525153
0.61881238028027;0.592480340760157;0.712838610126872;0.680808342255217;0.671443442350191
0.720393416298675;0.745849297573435;0.672604726861025;0.708338650610423;0.543245815372558
0.615400264469535;0.659648055946182;0.763484533738464;0.671110344798584;0.763411724178493
0.69636862984437;0.606417759838547;0.63610118978142;0.589323578803432;0.785053176695822
0.591543513957307;0.627061469265367;0.635112609275448;0.747084276274102;0.762395463326478
0.757827193273592;0.757039896026151;0.822319999356494;0.732450939457203;0.727431717541355
0.620038187116873;0.698082846765666;0.689276773174923;0.76868918335492;0.767885475001992
0.733601070950469;0.664937428896473;0.729379075118165;0.687246607213505;0.683565536693098
0.7353452685422;0.762944726810673;0.76962259782357;0.718570324574961;0.754621039528384
0.697699652777778;0.834074485825459;0.651406827534762;0.721716022772999;0.772970601140851
0.720953525641026;0.728438864628821;0.587004086360565;0.732525917891543;0.673983002612153
0.754926108374384;0.763268667642753;0.676022910046683;0.777044151719187;0.747287000692681
0.596185064935065;0.557449962935508;0.679080704486054;0.641916539889745;0.643048277727789
0.676948051948052;0.607459057754943;0.765874806601341;0.709848125999171;0.47190511250091
0.720393416298675;0.684191251271618;0.621223329537615;0.705541131828828;0.583847003566881
0.658937392882347;0.60028206333604;0.693395074721111;0.671802224395419;0.693437489506028
0.738131389816783;0.68532843283901;0.710638050369336;0.581228956228956;0.778134837355719
0.740651629072682;0.708638360175695;0.700789152928407;0.57153463508798;0.866406287848553
0.741066960264238;0.613931695889308;0.799773613381965;0.702610255047821;0.911464632502851
0.820018088634308;0.646825938566553;0.66571720712825;0.820525057990799;0.697206661619985
0.754926108374384;0.856295845843944;0.603789223326336;0.691643524745123;0.617665894871669
0.790878520386717;0.692027357595727;0.649181745609367;0.657427129227088;0.542741040907342
0.681472589035614;0.643186475409836;0.7590799031477;0.669884129550934;0.687926243079818
0.675234598123215;0.606011519078474;0.785531900782597;0.719510385756676;0.756423834160908
0.701470147014702;0.794854556048586;0.602584994887525;0.711491384432561;0.706059804291259
0.707229928541404;0.695630606423877;0.863057505323068;0.735967601683602;0.622033829223558
0.665405632618747;0.759274193548387;0.663946472419239;0.534299685644429;0.750408574360534
0.611328125;0.736616311441742;0.694338794616735;0.646461885666762;0.683752371916509
0.714080459770115;0.548791443850267;0.583260619175596;0.757462614381614;0.754303867808051
0.731611162983712;0.775405173581328;0.631467832141931;0.714909729676979;0.795515748031496
0.779312430688577;0.547398107714702;0.787846481876333;0.710016444422736;0.701538134344726
0.717545583578993;0.698747648974724;0.695457429733866;0.694665810774843;0.809364622488103
0.575692963752665;0.678463054187192;0.69165412153479;0.600058347785215;0.79629743734484
0.679549114331723;0.742561448900388;0.676276997772606;0.652995101280163;0.621703277096656
0.740026128027334;0.767982062780269;0.700735212208979;0.570411537754915;0.665386833604553
0.641225961538461;0.755494880546075;0.765523930137305;0.766792914281832;0.717196495166371
0.687728841929072;0.765330188679245;0.730732581186156;0.561525423728814;0.592721691023632
0.684827367754197;0.740787428043195;0.584281926005508;0.713068328987584;0.760324538734299
0.517575757575758;0.733906399235912;0.738506348395952;0.626914810919567;0.846358080716404
0.693846153846154;0.702845684542856;0.683281974873861;0.668573199710714;0.803431107646241
0.709791666666667;0.511868966608641;0.576828597616865;0.463196080863202;0.716751568779525
0.626875;0.814423375815978;0.631552679031427;0.726072378843107;0.649454649553891
0.655884447156952;0.764132020423049;0.711653100718655;0.807310778744218;0.725830291970803
0.585416666666667;0.825316011235955;0.706932407465258;0.691967418373946;0.707552531583904
0.738131389816783;0.641053391053391;0.552877108800792;0.708727507277057;0.615816782500803
0.717329545454545;0.749076046784643;0.767554398611667;0.702322693027234;0.842867476033854
