2 Cat.;3 Cat.;6 Cat.;9 Cat.;12 Cat.
0.501256281407035;0.66748743718593;0.826582914572864;0.88678391959799;0.908090452261307
0.495276381909548;0.663165829145729;0.826582914572864;0.88929648241206;0.916532663316583
0.486231155778894;0.652663316582915;0.826582914572864;0.877788944723618;0.91286432160804
0.502311557788945;0.667889447236181;0.823819095477387;0.87929648241206;0.910954773869347
0.502060301507538;0.667788944723618;0.818341708542714;0.886683417085427;0.907336683417085
0.478190954773869;0.651306532663317;0.825929648241206;0.880301507537688;0.913718592964824
0.47356783919598;0.658291457286432;0.815929648241206;0.876331658291457;0.907236180904523
0.463115577889447;0.654120603015075;0.827386934673367;0.878090452261307;0.913819095477387
0.500050251256281;0.666733668341709;0.828391959798995;0.887537688442211;0.9121608040201
0.47356783919598;0.667286432160804;0.824020100502513;0.885778894472362;0.914824120603015
0.494020100502513;0.647839195979899;0.820150753768844;0.870804020100503;0.917989949748744
0.501256281407035;0.667185929648241;0.809246231155779;0.884623115577889;0.911407035175879
0.47356783919598;0.666482412060301;0.824874371859296;0.875778894472362;0.917839195979899
0.502462311557789;0.660653266331658;0.827688442211055;0.885125628140704;0.912964824120603
0.501708542713568;0.665276381909548;0.833517587939699;0.886281407035176;0.895829145728643
0.465879396984925;0.658241206030151;0.823869346733668;0.882261306532663;0.913969849246231
0.475929648241206;0.651608040201005;0.830452261306533;0.884070351758794;0.917185929648241
0.465879396984925;0.643015075376884;0.828090452261307;0.881306532663317;0.903115577889447
0.491206030150754;0.644070351758794;0.827035175879397;0.887788944723618;0.903819095477387
0.502462311557789;0.668492462311558;0.818442211055276;0.885527638190955;0.915527638190955
0.502311557788945;0.649497487437186;0.830653266331658;0.883316582914573;0.914773869346734
0.50251256281407;0.648793969849246;0.831457286432161;0.889949748743719;0.916884422110553
0.487989949748744;0.668341708542714;0.835979899497487;0.876130653266332;0.905276381909548
0.494020100502513;0.651608040201005;0.828241206030151;0.883165829145729;0.908743718592965
0.478190954773869;0.662663316582915;0.826180904522613;0.889095477386935;0.908643216080402
0.478190954773869;0.661105527638191;0.824974874371859;0.883366834170854;0.911206030150754
0.48035175879397;0.666683417085427;0.826331658291457;0.882914572864322;0.915376884422111
0.49748743718593;0.652110552763819;0.828743718592965;0.889899497487437;0.912060301507538
0.48964824120603;0.661658291457286;0.825979899497487;0.884824120603015;0.909346733668342
0.502060301507538;0.632010050251256;0.829396984924623;0.884120603015075;0.9121608040201
0.486231155778894;0.665879396984925;0.826030150753769;0.880753768844221;0.911809045226131
0.484371859296482;0.641758793969849;0.821105527638191;0.888241206030151;0.912060301507538
0.495276381909548;0.659748743718593;0.82321608040201;0.881507537688442;0.909547738693467
0.47356783919598;0.659949748743719;0.820251256281407;0.889195979899498;0.91427135678392
0.475929648241206;0.66286432160804;0.82427135678392;0.88427135678392;0.911005025125628
0.48035175879397;0.65894472361809;0.820402010050251;0.881909547738693;0.914422110552764
0.49929648241206;0.65713567839196;0.823115577889447;0.88070351758794;0.912713567839196
0.422110552763819;0.662261306532663;0.821507537688442;0.887738693467337;0.909346733668342
0.47356783919598;0.661959798994975;0.820804020100502;0.884472361809045;0.90929648241206
0.457286432160804;0.667386934673367;0.821608040201005;0.888542713567839;0.903869346733668
0.471105527638191;0.664723618090452;0.83356783919598;0.888693467336683;0.904824120603015
0.501708542713568;0.668894472361809;0.817889447236181;0.88251256281407;0.916331658291457
