2 Raters;4 Raters;6 Raters;8 Raters;10 Raters;12 Raters;14 Raters;16 Raters
51500;137333.333333333;278100;470857.142857143;715277.777777778;1011272.72727273;1358807.69230769;1757866.66666667
51500;137333.333333333;278100;470857.142857143;715277.777777778;1011272.72727273;1358807.69230769;1757866.66666667
