3 Cat.;6 Cat.;9 Cat.;12 Cat.;15 Cat.;25 Cat.;35 Cat.
0.816;0.748;0.764;0.744;0.652;0.76;0.772
0.804;0.776;0.768;0.728;0.736;0.732;0.7
0.84;0.74;0.708;0.688;0.684;0.708;0.788
0.84;0.736;0.748;0.716;0.724;0.708;0.696
0.804;0.768;0.74;0.756;0.724;0.584;0.692
0.776;0.792;0.772;0.716;0.708;0.712;0.688
0.796;0.72;0.692;0.728;0.724;0.744;0.652
0.812;0.748;0.76;0.716;0.708;0.732;0.716
0.78;0.756;0.728;0.736;0.764;0.712;0.664
0.8;0.744;0.696;0.784;0.728;0.712;0.692
0.816;0.788;0.736;0.716;0.748;0.728;0.684
0.776;0.788;0.72;0.756;0.696;0.712;0.66
0.812;0.732;0.748;0.712;0.724;0.72;0.668
0.836;0.7;0.76;0.712;0.716;0.772;0.676
0.808;0.748;0.728;0.712;0.656;0.696;0.696
0.792;0.724;0.72;0.72;0.696;0.792;0.724
0.8;0.796;0.704;0.66;0.728;0.708;0.732
0.788;0.768;0.74;0.732;0.704;0.684;0.668
0.8;0.752;0.74;0.736;0.712;0.692;0.68
0.824;0.8;0.72;0.788;0.712;0.664;0.736
0.78;0.748;0.748;0.732;0.664;0.716;0.708
0.824;0.74;0.756;0.728;0.76;0.672;0.732
0.82;0.792;0.736;0.712;0.692;0.692;0.684
0.812;0.704;0.74;0.688;0.736;0.68;0.724
0.8;0.784;0.748;0.72;0.692;0.656;0.696
0.776;0.696;0.792;0.74;0.788;0.688;0.712
0.792;0.736;0.68;0.732;0.732;0.688;0.704
0.812;0.756;0.704;0.652;0.74;0.708;0.7
0.788;0.704;0.784;0.716;0.716;0.724;0.772
0.78;0.748;0.728;0.744;0.676;0.748;0.692
0.784;0.72;0.82;0.712;0.708;0.676;0.7
0.792;0.748;0.7;0.724;0.724;0.684;0.708
0.784;0.732;0.728;0.728;0.768;0.748;0.608
0.836;0.8;0.76;0.68;0.716;0.712;0.732
0.844;0.776;0.816;0.684;0.732;0.736;0.7
0.788;0.776;0.716;0.712;0.684;0.692;0.764
0.848;0.792;0.74;0.724;0.716;0.732;0.712
0.796;0.808;0.732;0.744;0.716;0.712;0.756
0.804;0.768;0.724;0.696;0.708;0.72;0.728
0.828;0.756;0.708;0.764;0.784;0.7;0.696
0.808;0.716;0.732;0.696;0.684;0.712;0.704
0.82;0.76;0.724;0.708;0.712;0.772;0.74
0.824;0.748;0.728;0.776;0.784;0.688;0.716
0.812;0.768;0.68;0.688;0.684;0.704;0.668
0.788;0.688;0.712;0.736;0.752;0.704;0.696
0.796;0.704;0.736;0.732;0.744;0.604;0.716
0.784;0.74;0.712;0.748;0.684;0.724;0.664
0.824;0.768;0.696;0.684;0.76;0.712;0.712
0.788;0.74;0.732;0.752;0.744;0.764;0.74
0.764;0.768;0.732;0.76;0.76;0.712;0.772
0.796;0.716;0.768;0.736;0.712;0.764;0.724
0.82;0.76;0.764;0.74;0.708;0.744;0.712
0.812;0.756;0.724;0.768;0.696;0.704;0.664
0.808;0.724;0.736;0.696;0.688;0.72;0.724
0.804;0.7;0.756;0.712;0.756;0.74;0.692
0.776;0.8;0.74;0.624;0.732;0.712;0.74
0.844;0.708;0.716;0.728;0.772;0.68;0.708
0.792;0.74;0.776;0.688;0.748;0.7;0.676
0.772;0.736;0.76;0.736;0.708;0.712;0.696
0.808;0.78;0.732;0.772;0.76;0.688;0.744
0.816;0.744;0.744;0.72;0.788;0.716;0.696
0.776;0.72;0.744;0.76;0.692;0.74;0.708
0.768;0.776;0.764;0.696;0.756;0.776;0.72
0.756;0.72;0.712;0.732;0.772;0.74;0.708
0.812;0.72;0.684;0.752;0.672;0.72;0.704
0.816;0.728;0.724;0.724;0.724;0.668;0.712
0.788;0.748;0.776;0.736;0.724;0.74;0.676
0.768;0.72;0.78;0.708;0.708;0.696;0.736
0.804;0.768;0.816;0.728;0.736;0.74;0.692
0.796;0.772;0.704;0.764;0.696;0.716;0.732
0.8;0.788;0.696;0.704;0.78;0.684;0.68
0.804;0.72;0.736;0.76;0.744;0.7;0.756
0.772;0.732;0.768;0.708;0.7;0.756;0.676
0.812;0.808;0.744;0.748;0.744;0.7;0.692
0.836;0.7;0.74;0.68;0.68;0.708;0.716
0.832;0.72;0.768;0.688;0.688;0.732;0.72
0.776;0.704;0.736;0.7;0.696;0.708;0.724
0.816;0.704;0.684;0.708;0.692;0.7;0.712
0.82;0.792;0.756;0.716;0.72;0.724;0.748
0.84;0.796;0.716;0.74;0.704;0.688;0.692
0.784;0.784;0.74;0.708;0.744;0.728;0.684
0.832;0.704;0.744;0.732;0.664;0.7;0.652
0.78;0.732;0.736;0.756;0.684;0.728;0.736
0.792;0.78;0.744;0.776;0.764;0.688;0.66
0.812;0.772;0.708;0.748;0.728;0.748;0.676
0.784;0.768;0.7;0.712;0.716;0.688;0.668
0.812;0.756;0.704;0.704;0.764;0.704;0.756
0.82;0.728;0.724;0.752;0.756;0.716;0.64
0.78;0.752;0.74;0.74;0.688;0.72;0.752
0.8;0.76;0.76;0.712;0.732;0.724;0.688
0.76;0.756;0.76;0.72;0.688;0.728;0.732
0.792;0.764;0.776;0.76;0.684;0.744;0.74
0.824;0.728;0.728;0.7;0.728;0.692;0.724
0.812;0.78;0.72;0.76;0.776;0.696;0.732
