1 Cat.;2 Cat.;3 Cat.;4 Cat.;5 Cat.;6 Cat.;7 Cat.;8 Cat.;9 Cat.;10 Cat.
0.00898996235884567;0.0179171894604768;0.0269071518193225;0.0359284818067754;0.0446988707653701;0.0539711417816813;0.0624905897114178;0.0720138017565872;0.0807214554579674;0.0899623588456713
0.00886449184441656;0.0181053952321205;0.0270326223337516;0.035771643663739;0.0449811794228356;0.0539711417816813;0.0632120451693852;0.0719510664993726;0.0806587202007528;0.0897427854454203
0.00911543287327478;0.017823086574655;0.0271580928481807;0.0358657465495609;0.044792973651192;0.0532810539523212;0.0626474278544542;0.0721392722710163;0.0812860727728984;0.0897427854454203
0.00886449184441656;0.018168130489335;0.0269071518193225;0.0359284818067754;0.044792973651192;0.0540025094102886;0.0631806775407779;0.0714491844416562;0.0805332496863237;0.0897427854454203
0.00905269761606023;0.0179485570890841;0.0269385194479297;0.0356461731493099;0.0448870765370138;0.0539084065244668;0.0630238393977415;0.0720765370138018;0.0806587202007528;0.0899937264742786
0.00892722710163112;0.0179171894604768;0.0269385194479297;0.0360225846925972;0.0448557089084065;0.0540966122961104;0.062961104140527;0.07232747804266;0.0809723964868256;0.0900878293601004
0.00895859473023839;0.0178858218318695;0.0267816813048933;0.0359598494353827;0.0449184441656211;0.0541279799247177;0.0632434127979925;0.0722333751568381;0.0806900878293601;0.0898055207026349
0.00905269761606023;0.0181053952321205;0.0270326223337516;0.0358030112923463;0.044792973651192;0.0540652446675031;0.0628356336260979;0.0722333751568381;0.0808469259723965;0.0898368883312422
0.00902132998745295;0.017823086574655;0.0270639899623588;0.0358657465495609;0.0451693851944793;0.053939774153074;0.0629924717691343;0.0719510664993726;0.081129234629862;0.0899937264742785
0.00905269761606023;0.0180112923462986;0.0268130489335006;0.0358657465495609;0.0447616060225847;0.053939774153074;0.0628983688833124;0.0721392722710163;0.0811919698870765;0.0897427854454203
0.00886449184441656;0.017823086574655;0.0268130489335006;0.0361480552070264;0.0448243412797993;0.0538143036386449;0.0624905897114178;0.0719510664993726;0.081129234629862;0.0897741530740276
0.00892722710163112;0.0178858218318695;0.0265307402760351;0.0360225846925972;0.0449498117942284;0.0537829360100376;0.0631806775407779;0.0716060225846926;0.0808469259723965;0.089711417816813
0.0090840652446675;0.017823086574655;0.0270953575909661;0.0362421580928482;0.0447302383939774;0.0535006273525721;0.0628983688833124;0.0718883312421581;0.0806273525721455;0.0900878293601004
0.00895859473023839;0.0180112923462986;0.0271267252195734;0.0357089084065245;0.0450439146800502;0.0540966122961104;0.0629924717691343;0.0717001254705144;0.0814115432873275;0.0896173149309912
0.00902132998745295;0.0179799247176913;0.0270012547051443;0.0360225846925972;0.0447616060225847;0.0541907151819322;0.0629297365119197;0.0718255959849435;0.0807528230865747;0.0896486825595985
0.00895859473023839;0.0180112923462986;0.0268757841907152;0.0360225846925972;0.0450125470514429;0.0535633626097867;0.0621455457967378;0.0716373902132999;0.0810351317440402;0.0895859473023839
0.00898996235884567;0.0179485570890841;0.0272521957340025;0.0360539523212045;0.045138017565872;0.0536574654956085;0.0631179422835634;0.0722020075282309;0.0812860727728984;0.0898996235884567
0.0090840652446675;0.0181367628607277;0.026969887076537;0.0358343789209536;0.0449184441656211;0.054159347553325;0.0629297365119197;0.0718883312421581;0.0810664993726474;0.089711417816813
0.00895859473023839;0.018168130489335;0.027189460476788;0.035771643663739;0.0445106649937265;0.0534065244667503;0.0632434127979925;0.0722333751568381;0.0808782936010038;0.0896486825595985
0.00898996235884567;0.017823086574655;0.0268757841907152;0.0359598494353827;0.0453262233375157;0.0540025094102886;0.0629297365119197;0.0719824341279799;0.0804077791718946;0.0898055207026349
0.00895859473023839;0.0179485570890841;0.026969887076537;0.0361794228356336;0.0452007528230866;0.0538770388958595;0.0627101631116688;0.0722333751568381;0.0808155583437892;0.0902760351317441
0.00898996235884567;0.0181367628607277;0.0268757841907152;0.0356461731493099;0.0450439146800502;0.0536888331242158;0.0631806775407779;0.0721392722710163;0.0808155583437892;0.089711417816813
0.00892722710163112;0.017823086574655;0.027189460476788;0.0357089084065245;0.0447302383939774;0.0538770388958595;0.0629924717691343;0.0719824341279799;0.0809410288582183;0.0898682559598494
0.00905269761606023;0.0179485570890841;0.0270012547051443;0.0358657465495609;0.0450125470514429;0.0539084065244668;0.0628670012547052;0.072107904642409;0.0809723964868256;0.0900250941028858
0.00889585947302384;0.0179485570890841;0.0266875784190715;0.0357402760351317;0.0453262233375157;0.0539711417816813;0.0628670012547051;0.0721706398996236;0.0808782936010038;0.0896173149309912
0.00902132998745295;0.0179799247176913;0.0266875784190715;0.0358971141781681;0.0451693851944793;0.0536888331242158;0.0632120451693852;0.0720138017565872;0.0806900878293601;0.0896486825595985
0.00911543287327478;0.0178858218318695;0.026969887076537;0.0360225846925972;0.0449184441656211;0.0540966122961104;0.0628983688833124;0.0716373902132999;0.081129234629862;0.089930991217064
0.0090840652446675;0.0177603513174404;0.0266875784190715;0.0362107904642409;0.0449184441656211;0.0540338770388959;0.0632120451693852;0.0721392722710163;0.0806273525721456;0.0897741530740276
0.00895859473023839;0.0179485570890841;0.0269385194479297;0.0362107904642409;0.0451066499372647;0.0537829360100376;0.0627728983688833;0.0720765370138017;0.080909661229611;0.090495608531995
0.00889585947302384;0.0181053952321205;0.0268757841907152;0.0360225846925972;0.044573400250941;0.0539084065244667;0.0631806775407779;0.0716060225846926;0.0807528230865747;0.0895859473023839
0.00905269761606023;0.017823086574655;0.0267503136762861;0.0365244667503137;0.0448870765370138;0.0540025094102886;0.0629297365119197;0.0722647427854454;0.0812233375156838;0.0898055207026349
0.00898996235884567;0.0179485570890841;0.0268757841907152;0.0359284818067754;0.0451066499372647;0.0540652446675031;0.0628356336260979;0.0717314930991217;0.0812547051442911;0.0899623588456712
0.00905269761606023;0.0179485570890841;0.0270012547051443;0.0358971141781681;0.0449498117942284;0.0539711417816813;0.0629297365119197;0.0720138017565872;0.0808469259723965;0.0902132998745295
0.0090840652446675;0.0179171894604768;0.0269071518193225;0.0361794228356336;0.0450752823086575;0.0540338770388959;0.0628983688833124;0.0717942283563363;0.0807528230865747;0.0901819322459222
0.00892722710163112;0.0181053952321205;0.0268130489335006;0.0358030112923463;0.0448243412797993;0.054159347553325;0.0631806775407779;0.0720765370138018;0.0810664993726474;0.0903387703889586
0.00905269761606023;0.0180426599749059;0.0269385194479297;0.0362421580928482;0.0447616060225847;0.0541279799247177;0.0630865746549561;0.07232747804266;0.081129234629862;0.0898996235884567
0.00886449184441656;0.018168130489335;0.0270012547051443;0.0359284818067754;0.0446361355081556;0.0536260978670013;0.0626160602258469;0.0718255959849435;0.0806273525721456;0.0905897114178168
0.00914680050188206;0.0179171894604768;0.0270012547051443;0.0360225846925972;0.0448243412797993;0.0541907151819322;0.0628983688833124;0.0722020075282309;0.0805018820577164;0.0896800501882058
0.00902132998745295;0.0178858218318695;0.0270012547051443;0.0362107904642409;0.0449498117942284;0.0534692597239649;0.062961104140527;0.072107904642409;0.0807214554579674;0.0896800501882058
0.00889585947302384;0.0180740276035132;0.0271267252195734;0.0361480552070264;0.044792973651192;0.0538770388958595;0.0631806775407779;0.0716060225846926;0.0810978670012547;0.0899937264742785
0.0090840652446675;0.0180112923462986;0.0271267252195734;0.0361480552070264;0.0449498117942284;0.0540025094102886;0.0631179422835634;0.0716373902132999;0.0804077791718946;0.0900250941028858
0.00895859473023839;0.0179799247176913;0.026969887076537;0.0358343789209536;0.0450125470514429;0.0539711417816813;0.0628983688833124;0.0720138017565872;0.080909661229611;0.0894604767879548
0.00917816813048934;0.0179485570890841;0.0270012547051443;0.0354893350062735;0.044792973651192;0.0537202007528231;0.0627728983688833;0.0720451693851945;0.0810978670012547;0.0897427854454203
0.00892722710163112;0.0178858218318695;0.0269385194479297;0.0361166875784191;0.0447616060225847;0.0536574654956085;0.0632120451693852;0.0718255959849435;0.0809723964868256;0.0896486825595985
0.00898996235884567;0.0181367628607277;0.0270012547051443;0.0355207026348808;0.0448557089084065;0.0542534504391468;0.0630552070263488;0.0720765370138018;0.0805332496863237;0.0901505646173149
0.00898996235884567;0.0180426599749059;0.0267816813048933;0.0358343789209536;0.044792973651192;0.0543475533249686;0.0631493099121706;0.0717001254705144;0.0810351317440401;0.0898996235884567
0.00902132998745295;0.0180740276035132;0.0269071518193225;0.0361166875784191;0.0447302383939774;0.0538143036386449;0.0628983688833124;0.0722333751568381;0.080564617314931;0.0902446675031368
0.00895859473023839;0.0179485570890841;0.0269071518193225;0.0359284818067754;0.0450125470514429;0.0540025094102886;0.0628356336260979;0.0716060225846926;0.0807528230865747;0.0898368883312421
0.00905269761606023;0.0177917189460477;0.0267189460476788;0.0359598494353827;0.0448870765370138;0.0541279799247177;0.0631179422835634;0.0719510664993726;0.0810978670012547;0.0903074027603513
0.0090840652446675;0.0182936010037641;0.0270326223337516;0.0360225846925972;0.045357590966123;0.0538770388958595;0.0628983688833124;0.0717942283563363;0.0806587202007528;0.0896800501882058
0.00905269761606023;0.0179799247176913;0.026969887076537;0.0361794228356336;0.0449184441656211;0.0537515683814304;0.0631179422835634;0.0717942283563363;0.081693851944793;0.0900878293601004
0.00902132998745295;0.0178858218318695;0.0270639899623588;0.0361166875784191;0.0449184441656211;0.054159347553325;0.0632747804265997;0.071762860727729;0.0806273525721455;0.0901819322459222
0.00898996235884567;0.0179799247176913;0.0268130489335006;0.0360853199498118;0.0449498117942284;0.0538143036386449;0.062961104140527;0.0719196988707654;0.0809410288582183;0.0901191969887077
0.00905269761606023;0.0180426599749059;0.0270639899623588;0.0358343789209536;0.0446675031367629;0.0540652446675031;0.0628670012547052;0.071762860727729;0.0806587202007528;0.0904015056461731
0.00905269761606023;0.018168130489335;0.0273462986198243;0.0361480552070264;0.0450439146800502;0.054159347553325;0.0632434127979925;0.0721706398996236;0.0812233375156838;0.0904328732747804
0.00895859473023839;0.0180740276035132;0.026969887076537;0.0360225846925972;0.0451066499372647;0.0537829360100376;0.0626787954830615;0.0717942283563363;0.0808782936010038;0.0900878293601004
0.00880175658720201;0.018168130489335;0.0270639899623588;0.0358971141781681;0.0449184441656211;0.0536574654956085;0.0627101631116688;0.0722647427854454;0.0810351317440401;0.0895545796737767
0.00895859473023839;0.0180426599749059;0.0272521957340025;0.03633626097867;0.0446361355081556;0.0536888331242158;0.0633375156838143;0.0717942283563363;0.0809723964868256;0.089930991217064
0.00902132998745295;0.0178544542032622;0.0270012547051443;0.0361480552070264;0.0450439146800502;0.053939774153074;0.062741530740276;0.0721392722710163;0.0806273525721455;0.090276035131744
0.0090840652446675;0.0179799247176913;0.0269385194479297;0.0360225846925972;0.0451693851944793;0.0542220828105395;0.0629297365119197;0.0717942283563363;0.0808469259723965;0.089711417816813
0.00895859473023839;0.0179171894604768;0.0271267252195734;0.0358657465495609;0.0449811794228356;0.0537515683814304;0.0630865746549561;0.0718883312421581;0.0810351317440401;0.0898055207026349
0.00898996235884567;0.0179171894604768;0.0268130489335006;0.03599121706399;0.0448870765370138;0.0539084065244668;0.0630865746549561;0.0722333751568381;0.0810978670012547;0.0900564617314931
0.00889585947302384;0.0179171894604768;0.0270012547051443;0.0359284818067754;0.0451066499372648;0.0538456712672522;0.063306148055207;0.0720765370138018;0.0807841907151819;0.0897741530740276
0.00911543287327478;0.0176662484316186;0.0270326223337516;0.03599121706399;0.0448870765370138;0.0540025094102886;0.062741530740276;0.0721392722710163;0.0810037641154329;0.089711417816813
