2 Cat.;3 Cat.;6 Cat.;9 Cat.;12 Cat.
0.4856;0.506611111111111;0.532599490047871;0.546889983000374;0.547675308162817
0.4996;0.480511111111111;0.506919343789368;0.521945990670674;0.535250214203868
0.4952;0.498033333333333;0.517361968757874;0.475809277907028;0.448967877432387
0.482;0.501311111111111;0.483824406273621;0.553207722903806;0.475611295208929
0.4968;0.498566666666667;0.531576547745024;0.521141894008139;0.524207137227483
0.5018;0.504355555555556;0.507354407911313;0.484920922861484;0.530620709232092
0.4988;0.507455555555556;0.50539784164777;0.532372166755341;0.52695445689766
0.5;0.5038;0.541849212018141;0.555357941924641;0.525989140225698
0.4992;0.466766666666667;0.515355833333333;0.519498911593278;0.533757635894059
0.495;0.508866666666667;0.509300566893424;0.523120081677637;0.544606092280894
0.4888;0.497722222222222;0.537207026392038;0.501914487382682;0.476120633810579
0.494;0.4913;0.521577436822877;0.464385057749865;0.495589014196605
0.4626;0.507388888888889;0.533061103426556;0.556066772355477;0.543429910256282
0.4998;0.509944444444445;0.510794352670698;0.521860788643412;0.507524312012516
0.4714;0.493433333333333;0.542572235071806;0.557173528253028;0.551017558564565
0.4838;0.512166666666667;0.522599254913076;0.561379339876499;0.518162279770171
0.497;0.5055;0.518120384227765;0.51269861379925;0.506959367906282
0.4982;0.505222222222222;0.521399282690854;0.499146068860278;0.485559508811257
0.4928;0.509;0.535388356261023;0.527825482014529;0.519425295306826
0.452;0.491066666666667;0.509682735134795;0.504593243599875;0.451619280200769
0.4988;0.488311111111111;0.51316608106576;0.536383495936501;0.513023859210448
0.5002;0.5087;0.479820633156966;0.550490449534438;0.532671811543371
0.4856;0.505522222222222;0.52910553042328;0.551240862801392;0.546448200330358
0.4996;0.500744444444444;0.540092026581003;0.538690349006096;0.499464910894105
0.496;0.500444444444444;0.480025532249937;0.496141417150224;0.479661191608919
0.4984;0.4985;0.479656853111615;0.531876661211656;0.494078471472364
0.5002;0.495122222222222;0.481078315948602;0.525960579249293;0.469701978170911
0.4968;0.504977777777778;0.496316625976316;0.532618402306364;0.51529962290946
0.4824;0.505777777777778;0.534177709183673;0.515824768615402;0.525246294904945
0.4976;0.499666666666667;0.510160925736961;0.548258448882542;0.562621489434573
0.4958;0.478133333333333;0.480921723356009;0.518576349102588;0.545034256197958
0.4968;0.487844444444444;0.514031402746284;0.531747096731126;0.530322701880253
0.5;0.508388888888889;0.512362864260519;0.546219241834666;0.504905532418388
0.4766;0.5072;0.503594338372386;0.547533854303822;0.46769588291132
0.4874;0.4952;0.51691845452255;0.535552393155333;0.426119919482944
0.4976;0.507277777777778;0.535718614260519;0.52610399792444;0.508884241145538
0.5;0.510833333333333;0.518668307508188;0.506552117854873;0.457572681992764
0.5;0.499866666666667;0.495354992063492;0.4995080717224;0.513235555226464
0.5;0.5008;0.509028071743512;0.478775575776227;0.498652035551681
0.4994;0.490533333333333;0.524688876984127;0.550106029027268;0.5114180958835
0.497;0.509177777777778;0.497720779919375;0.525946696714424;0.54034152320442
0.4994;0.505244444444444;0.50842827462837;0.533998575514858;0.511646511853049
0.496;0.502966666666667;0.507875225749559;0.540382530991883;0.422601750011307
0.494;0.485555555555556;0.478178251826656;0.521729799348288;0.536059965639338
0.4976;0.492133333333333;0.516109926744772;0.493835040460603;0.488427314764997
0.4892;0.508133333333333;0.512777645628622;0.496106776457506;0.519012339561419
0.4976;0.507988888888889;0.493481198979592;0.5503480963483;0.552412348464221
0.5006;0.495333333333333;0.476299338813303;0.554576707498037;0.507612298182062
0.4714;0.4775;0.529328350466112;0.457801535577778;0.538578481534648
0.4988;0.509311111111111;0.488480312295289;0.50385769107815;0.504454792223801
0.5004;0.471077777777778;0.52105214159738;0.553000056646083;0.521795530194601
0.4916;0.509955555555556;0.520249458553792;0.471099177270131;0.500412444228361
0.4984;0.504122222222222;0.538656855568153;0.505059434314677;0.514993167565594
0.5;0.5011;0.486147245149912;0.531937546466607;0.509779199013603
0.5002;0.5065;0.528306407407408;0.480071350162815;0.498515172635596
0.4994;0.492133333333333;0.472158691358025;0.541506041502426;0.480362349819618
0.4888;0.502944444444444;0.498730336419753;0.527030881504239;0.520932854297367
0.4976;0.509111111111111;0.541545489984883;0.515670523298719;0.544986976413189
0.5;0.506066666666667;0.542043627991937;0.512844761616413;0.500495343490458
0.4982;0.503166666666667;0.535646764172336;0.546073297692687;0.526381427941023
0.499;0.511488888888889;0.475602548500882;0.451772436799849;0.519716586419506
0.4992;0.490055555555556;0.520153491685563;0.509552325227365;0.526266730790472
0.492;0.489833333333333;0.522027599899219;0.56164377534866;0.542064479244157
0.5;0.4785;0.506842978835979;0.546002012579862;0.521671041355404
0.4996;0.456577777777778;0.503392993008314;0.535986993541883;0.526677003812175
0.4976;0.502266666666667;0.499545209561602;0.527242536957339;0.525896165238853
0.4856;0.494311111111111;0.486221550201562;0.519819308261101;0.538078976832867
0.4996;0.497611111111111;0.537974867094986;0.520140893028686;0.488537223524886
0.496;0.51;0.538536674225246;0.518738541767737;0.499368020931956
0.4994;0.509833333333333;0.533643649470899;0.521378264181693;0.530233897311223
0.4992;0.503611111111111;0.528243403313177;0.550815356250445;0.527609510508438
0.4988;0.496133333333333;0.502204874527589;0.518147964258223;0.522292776990019
0.5004;0.473477777777778;0.515615825963719;0.54987723135533;0.480342428202578
0.5002;0.498322222222222;0.509922038170824;0.489113275500273;0.533742082051697
0.4902;0.501333333333333;0.486372196019148;0.446473282476631;0.453000777887258
0.5;0.505666666666667;0.531333216805241;0.520452787389012;0.51925027982706
0.4976;0.505666666666667;0.524076719954648;0.53727623248595;0.55379900067703
0.495;0.5094;0.505098778785588;0.542076617292557;0.536255072143061
0.4964;0.4985;0.535535481481481;0.55302669419702;0.512888204303766
0.5012;0.487888888888889;0.513527046233308;0.553952383836502;0.529022106372002
0.4976;0.490444444444444;0.508840103174603;0.480838897378746;0.485728419026348
0.493;0.493866666666667;0.531795498614261;0.54688237359822;0.532278244981081
0.4988;0.5035;0.508344842781557;0.540804869447945;0.519234216637525
0.482;0.503588888888889;0.514284904446964;0.547631962288951;0.50772524272801
0.496;0.5118;0.515810039997481;0.500529882748275;0.507235995241706
0.4976;0.495944444444444;0.523738639959688;0.533673684744669;0.515823933305994
0.4992;0.500533333333333;0.519729307256236;0.544499676691437;0.453272666001809
0.4976;0.503466666666667;0.524794890589569;0.537228655669469;0.533884669071185
0.497;0.4664;0.527931983371126;0.509731650659829;0.503751459813734
0.5002;0.510177777777778;0.490035274124465;0.466314788424794;0.497418584306383
0.494;0.499877777777778;0.527062316326531;0.497136161901787;0.547564959591059
0.4992;0.508088888888889;0.505645074137062;0.498145301521963;0.491869165693255
0.494;0.509722222222222;0.542979971403376;0.537037107087862;0.481077621322244
0.5;0.507588888888889;0.471352220332578;0.527612920767285;0.525825506679536
0.4916;0.491644444444444;0.5174919808516;0.553580576959202;0.493912428121089
0.494;0.489166666666667;0.490642726820358;0.54639455368576;0.494581496717057
0.5;0.505822222222222;0.523422326026707;0.539576276503488;0.493244024656242
0.4992;0.499288888888889;0.465850525762157;0.546467031828173;0.51420524297548
0.5;0.500844444444445;0.538991184870244;0.496557102858104;0.539384076478912
